OBJECTID,Country,Feature Description,Feature Name,Installation Identifier,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Metadata Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
358,usa,na,NG Grand Island AASF/RC,310NG,No,No,No,na,na, ,04f6d379-43c8-483a-9c91-ffe1e1fb4207,NG Grand Island AASF/RC,act,armyNationalGuard,NE,2.15957550153689E-05,0.0179751710507012
359,usa,na,Grand Prairie Reserve Complex,6510,No,No,No,na,na, ,9c8f2c50-b62e-420c-b6be-ef2aaa5a03d4,Grand Prairie Reserve Complex,act,usar,TX,2.90492835119949E-05,0.0247736437250511
360,usa,na,NG Grayling Airfield,26B15,No,No,No,na,na, ,9a61f319-2e5f-4ac1-8c17-f136dc105797,NG Grayling Airfield,act,armyNationalGuard,MI,0.000423562230025709,0.086438992872153
361,usa,na,Green River Test Complex UT,35955,No,No,No,na,na, ,a3f7b4ec-797c-4fc6-8d7e-bc6abaac81c1,Green River Test Complex UT,semi,usa,UT,0.00106718511369763,0.25975665876405
362,usa,na,NG Greenlief TS/UTES 01,31480,No,No,No,na,na, ,13096388-4d58-4f5f-a7d8-14416e16ebb3,NG Greenlief TS/UTES 01,act,armyNationalGuard,NE,0.00141637499905301,0.164857814540592
364,usa,na,NG Gulfport AVCRAD,280NG,No,No,No,na,na, ,9e3486f5-5d86-46b5-8f6a-147491462978,NG Gulfport AVCRAD,act,armyNationalGuard,MS,2.7489165404404E-05,0.0316034270416762
365,usa,na,NG Hammond Airport,220NG,No,No,No,na,na, ,542fbecd-e9cf-42a2-bcb1-b1548f4a9184,NG Hammond Airport,act,armyNationalGuard,LA,5.68399257190322E-05,0.032280808660953
366,usa,na,NG Havre De Grace Military Res,240NG,No,No,No,na,na, ,e7eb8974-ea42-4e8d-bd67-0c36aa310091,NG Havre De Grace Military Res,act,armyNationalGuard,MD,3.21943728067708E-05,0.0315713848916591
367,usa,na,Hawthorne Army Depot,32225,No,No,No,na,na, ,1976f859-c9f4-453e-8833-18330722be29,Hawthorne Army Depot,act,usa,NV,0.0610821039813345,2.61551180348977
369,usa,na,NG Helena Aviation RC- AASF- C12,300NG,No,No,No,na,na, ,85b28704-c403-485d-bde5-becd9e18e838,NG Helena Aviation RC- AASF- C12,act,armyNationalGuard,MT,2.84763327726978E-05,0.0235403395824764
370,usa,na,Highbluff Stagefield AL,1252,No,No,No,na,na, ,2a9a7baf-76c1-4c94-bb16-36be0ecfba18,Highbluff Stagefield AL,act,usa,AL,7.16164063305769E-05,0.0381672057950962
371,usa,na,NG Hollidaysburg Readiness Center,420NG,No,No,No,na,na, ,32be4a0f-5733-474a-a032-83fcfbdb026e,NG Hollidaysburg Readiness Center,act,armyNationalGuard,PA,9.61390651355032E-06,0.016220587857262
372,usa,na,NG Hollis Plains Training Site,230NG,No,No,No,na,na, ,011053d2-4472-4399-97c7-72fbea611660,NG Hollis Plains Training Site,act,armyNationalGuard,ME,0.000185800094868682,0.0590937949797217
374,usa,na,Hunt Stagefield AL,1252,No,No,No,na,na, ,0fc8957d-08b0-4a02-94bf-2f1d363f7f44,Hunt Stagefield AL,act,usa,AL,4.92111246330751E-05,0.0297821486849751
375,usa,na,Hunter Army Airfield,13305,No,No,No,na,na, ,5f31323b-a97e-4cee-a9ea-77276df3915f,Hunter Army Airfield,act,usa,GA,0.00209296572938911,0.276262170557586
376,usa,na,Indiana Army Ammunition Plant,18226,No,No,No,na,na, ,e3c7fd53-3f8d-4556-b1a2-d6dc128a1bac,Indiana Army Ammunition Plant,clsd,usa,IN,0.000642305349629169,0.114146121048948
377,usa,na,NG Indianapolis 38 ID,180NG,No,No,No,na,na, ,04afba30-2d7a-4c29-a660-9c738058c8c2,NG Indianapolis 38 ID,act,armyNationalGuard,IN,1.99054218228412E-05,0.0182703791904932
378,usa,na,Iowa AAP,19105,No,No,No,na,na, ,5c495235-f315-4a5b-af91-17e43fca136f,Iowa AAP,act,usa,IA,0.00929178518595108,0.453397669582128
379,usa,na,NG ITC Camp San Luis Obisbo,06F35,No,No,No,na,na, ,cfab22a5-b30e-4a13-b3c4-a309109a3b59,NG ITC Camp San Luis Obisbo,act,armyNationalGuard,CA,0.00221424636447409,0.388555752958055
380,usa,na,NG Jackson Airport Armory,470NG,No,No,No,na,na, ,af72192f-4630-48d9-84a6-fbf85c0ffb8a,NG Jackson Airport Armory,act,armyNationalGuard,TN,2.58600987308455E-05,0.0205566416871403
381,usa,na,NG Jackson Bks,44502,No,No,No,na,na, ,5b55c593-2a63-4ac4-bcdb-35702c9ce8d7,NG Jackson Bks,act,armyNationalGuard,LA,4.51502796749992E-05,0.0623620397520375
382,usa,na,Jefferson Proving Ground,18255,No,No,Yes,na,na, ,7df786d0-d7d4-485f-ac23-e3998f163362,Jefferson Proving Ground,clsd,usa,IN,0.0221981082593175,1.09944580856295
383,usa,na,NG Montgomery JFHQ AFRC / CSMS 01,010NG,No,No,No,na,na, ,62fb0851-ffea-499c-ac20-5ced3d81ac22,NG Montgomery JFHQ AFRC / CSMS 01,act,armyNationalGuard,AL,2.59299449680839E-05,0.0205701245682066
384,usa,na,NG Johnson City Gray,470NG,No,No,No,na,na, ,abe2c0ca-e96b-4976-8b1c-1ed00db7d982,NG Johnson City Gray,act,armyNationalGuard,TN,4.36333496054431E-05,0.0275086579751585
386,usa,na,Kahuku Tng Area,15815,No,No,No,na,na, ,74023e88-a197-4465-80a2-c1a6a11e3532,Kahuku Tng Area,act,usa,HI,0.0032127405090705,0.364122479211239
387,usa,na,NG Kalaeloa,150NG,No,No,No,na,na, ,e14d6c9c-d6f8-40be-ba43-e7a98344ef36,NG Kalaeloa,act,armyNationalGuard,HI,6.09194908065547E-05,0.0495628761972409
388,usa,na,Kawaihae Mil Reserve,15815,No,No,No,na,na, ,24657d7c-5b70-41c8-a78c-8fb9bd50413d,Kawaihae Mil Reserve,act,usa,HI,3.77808191842632E-06,0.0140088107777364
390,usa,na,Kipapa Ammo Storage Site,15815,No,No,No,na,na, ,86cc8fc9-1827-4538-8380-7c52b766584f,Kipapa Ammo Storage Site,excs,usa,HI,0.000142741930176271,0.110191121570445
391,usa,na,Lake City AAP,29405,No,No,No,na,na, ,60b1a108-7ff2-4cfa-85ff-e1cf49bc531d,Lake City AAP,act,usa,MO,0.00182346041765413,0.19640012858274
392,usa,na,Lake Of The Ozarks Recreation,29995,No,No,No,na,na, ,804d01ae-25af-4f76-ba31-1cca8a1c7089,Lake Of The Ozarks Recreation,act,usa,MO,0.000133150065039445,0.0639325870690123
393,usa,na,NG Lane County AFRC FMS 5,410NG,No,No,No,na,na, ,0b0b34fb-797c-49a0-8d39-92ec3b237291,NG Lane County AFRC FMS 5,act,armyNationalGuard,OR,1.0205630587734E-05,0.0195027253459904
394,usa,na,NG Lansing Joint Forces Readiness Center,260NG,No,No,No,na,na, ,70dc86e7-ecd8-4988-b4e6-b0f31dfbaaeb,NG Lansing Joint Forces Readiness Center,act,armyNationalGuard,MI,2.58645807207358E-05,0.0238832085750813
395,usa,na,NG Las Cruces,350NG,No,No,No,na,na, ,145f5721-75be-46d8-a625-2d47a20fda8a,NG Las Cruces,act,armyNationalGuard,NM,3.62087973826419E-05,0.0347863632235892
396,usa,na,NG Lawrenceville,340NG,No,No,No,na,na, ,9eac0ea6-b718-4c09-9eac-e9c39fec21af,NG Lawrenceville,act,armyNationalGuard,NJ,3.39140831329132E-05,0.0273335687537285
397,usa,na,Letterkenny Army Depot,42345,No,No,No,na,na, ,3725c6ea-3ddc-413d-950e-1cac732c82dc,Letterkenny Army Depot,act,usa,PA,0.00765593074629578,0.457786097774504
398,usa,na,NG Lexington AASF No 1,400NG,No,No,No,na,na, ,4d8005e1-7ecf-46f2-8e08-d320b71b7fea,NG Lexington AASF No 1,act,armyNationalGuard,OK,0.000125043019579607,0.0593010036275221
399,usa,na,NG Lincoln AASF/Readiness Center,310NG,No,No,No,na,na, ,2530f67a-2dab-4580-a43c-53ae0c417dc3,NG Lincoln AASF/Readiness Center,act,armyNationalGuard,NE,2.82183675608394E-05,0.0257424042635981
400,usa,na,Longhorn AAP,48315,No,No,No,na,na, ,260d71d2-3d97-4dd0-9f97-ba4913cb768d,Longhorn AAP,excs,usa,TX,0.000565669811976477,0.356856823825993
401,usa,na,Louisville Stagefield AL,1252,No,No,No,na,na, ,2c35052c-95e1-465a-90d2-4534d62c2ef5,Louisville Stagefield AL,act,usa,AL,4.0052771282717E-05,0.0282136385499267
402,usa,na,NG Anthony Cometa Complex,320NG,No,No,No,na,na, ,4558cdc6-bfcb-40d0-80d9-75a5609543c0,NG Anthony Cometa Complex,act,armyNationalGuard,NV,2.33125765589648E-05,0.0265258822307928
403,usa,na,NG Macon Readiness Center,130NG,No,No,No,na,na, ,c0a9c867-a955-4e25-bd44-bb61ac491405,NG Macon Readiness Center,act,armyNationalGuard,GA,1.12296631868958E-05,0.0134043262979198
404,usa,na,NG Macon TS,290NG,No,No,No,na,na, ,15600dce-00e7-4cab-b353-811e28f5df11,NG Macon TS,act,armyNationalGuard,MO,0.00130708731376217,0.372904122522693
405,usa,na,Makua Mil Reserve,15815,No,No,No,na,na, ,6300fd56-beb3-4f59-97e1-762e87d075b4,Makua Mil Reserve,act,usa,HI,0.00154523737296586,0.231208044996207
406,usa,na,NG Marseilles (MTA Tng Area),17B60,No,No,No,na,na, ,c1e9f927-4f21-46b0-a561-9a9d26a4b595,NG Marseilles (MTA Tng Area),act,armyNationalGuard,IL,0.00124201582116257,0.186522773219143
407,usa,na,NG Martindale - AASF,480NG,No,No,No,na,na, ,aff02482-4695-4e91-b8c5-efeb556379b3,NG Martindale - AASF,act,armyNationalGuard,TX,8.21720802832715E-05,0.0465109501238536
408,usa,na,McAlester AAP,40520,No,No,No,na,na, ,06ed78d1-0331-4522-8b99-91c41330a3b5,McAlester AAP,act,usa,OK,0.0179085665436105,0.632367496958571
409,usa,na,NG McConnelsville Training Site,390NG,No,No,No,na,na, ,7ab3e5af-bc1b-445d-b8db-b89c29d5743f,NG McConnelsville Training Site,act,armyNationalGuard,OH,0.000190550152410651,0.0869299286121936
410,usa,na,NG McNary Field Salem AASF,410NG,No,No,No,na,na, ,ca088bc8-01ea-415a-a440-1c68612d6fbb,NG McNary Field Salem AASF,act,armyNationalGuard,OR,3.66048075193248E-05,0.0378320824810168
411,usa,na,NG Mead TS/FMS 06/Utes 02,31475,No,No,No,na,na, ,2717f1cf-6f70-4d89-ace5-b3717ecf98d3,NG Mead TS/FMS 06/Utes 02,act,armyNationalGuard,NE,0.00051746310668932,0.106218889667752
412,usa,na,Military Ocean Tml Sunny Point,37745,No,No,No,na,na, ,0b57bee8-515b-4829-9758-7dfcb4c3418d,Military Ocean Tml Sunny Point,act,usa,NC,0.00455814746169381,0.650728971207165
413,usa,na,NG Mitchell Complex,460NG,No,No,No,na,na, ,6fc0fe51-04c3-40db-b0de-14bb46940aec,NG Mitchell Complex,act,armyNationalGuard,SD,2.74426279247564E-05,0.0244387353397706
414,usa,na,NG MTA Camp Clark Nevada,45914,No,No,No,na,na, ,072dfad1-601f-435c-9b61-54cacb90ea32,NG MTA Camp Clark Nevada,act,armyNationalGuard,MO,0.00052205177939868,0.101400810094553
415,usa,na,NG MTA Camp Crowder Neosho,29155,No,No,No,na,na, ,5cb49ae7-19e7-458d-8b02-c5b45b0523cd,NG MTA Camp Crowder Neosho,act,armyNationalGuard,MO,0.00175484833494011,0.294624815206373
416,usa,na,NG MTA Camp Curtis Guil,250NG,No,No,No,na,na, ,c8fbdfa5-adf6-4686-bf45-94fc791ff6a6,NG MTA Camp Curtis Guil,act,armyNationalGuard,MA,0.00031166489543466,0.121829956289763
417,usa,na,NG MTA Camp Edwards,25175,No,No,No,na,na, ,b463ad85-2901-40f9-a720-9e7479ddc771,NG MTA Camp Edwards,act,armyNationalGuard,MA,0.00899886868296562,0.64047522669507
418,usa,na,NG MTA Camp Fretterd,240NG,No,No,No,na,na, ,3c60eba2-6552-4b16-be25-cbd53a28503c,NG MTA Camp Fretterd,act,armyNationalGuard,MD,0.00024888146936064,0.0754213979810937
419,usa,na,NG MTA Camp Rilea,41C30,No,No,No,na,na, ,e48548a0-ea1c-43d9-8d33-b943c7f3d699,NG MTA Camp Rilea,act,armyNationalGuard,OR,0.000855039186262729,0.155589248585288
420,usa,na,NG MTA Camp Santiago,RQ577,No,No,No,na,na, ,ea9bae97-c5b9-4f28-9ae7-c8450bebb9dd,NG MTA Camp Santiago,act,armyNationalGuard,PR,0.00436783959878539,0.320259064201839
421,usa,na,Camp Shelby,28941,No,Yes,No,na,na, ,23f9f090-074b-49d8-be82-56367ac748ed,NG MTA Camp Shelby,act,armyNationalGuard,MS,0.0529580210577478,1.77161803801862
422,usa,na,NG MTA Clarks Hill Reservation,450NG,No,No,No,na,na, ,ae26641a-e84b-40da-845b-f076b5dde581,NG MTA Clarks Hill Reservation,act,armyNationalGuard,SC,0.000341312295631724,0.22844899661711
423,usa,na,NG MTA Ft Wm Henry Harrison,30655,No,No,No,na,na, ,5da8851f-8a5c-4777-8b9b-9356228b58af,NG MTA Ft Wm Henry Harrison,act,armyNationalGuard,MT,0.00311887959651358,0.400328522285628
424,usa,na,NG MTA Gunpowder Military Reservation,240NG,No,No,No,na,na, ,02b7682b-9d25-45ff-b36f-cee48701b7ca,NG MTA Gunpowder Military Reservation,act,armyNationalGuard,MD,0.000107524198710962,0.0525047689323913
425,usa,na,NG MTA Limestone Hills,30655,No,No,No,na,na, ,b3e16a7a-5fed-44e7-8a6b-2267f425c53f,NG MTA Limestone Hills,act,armyNationalGuard,MT,0.0100687324461433,0.525394134342135
426,usa,na,NG MTA-L Camp Williams,49911,No,No,No,na,na, ,fa82e583-d1ea-403e-92c1-897d22d608f3,NG MTA-L Camp Williams,act,armyNationalGuard,UT,0.0103599547232989,0.612767283962936
427,usa,na,NG MTC-H Camp Grayling,26B15,No,No,No,na,na, ,87647a1a-a6aa-4a91-b0cc-ff5bda7e6b1b,NG MTC-H Camp Grayling,act,armyNationalGuard,MI,0.0671350886077562,4.90975340842636
428,usa,na,NG MTC-H Camp Roberts,6740,No,No,No,na,na, ,576a9a00-efc7-44bf-9e6a-a5818cfe937a,NG MTC-H Camp Roberts,act,armyNationalGuard,CA,0.0171896731549168,0.693040891860552
429,usa,na,NG MTCH Camp Guernsey,56A55,No,No,No,na,na, ,7c0b6dd3-9d37-4623-a051-75adaad637c4,NG MTCH Camp Guernsey,act,armyNationalGuard,WY,0.0348660632225801,2.31234456712662
430,usa,na,NG Nashville,470NG,No,No,No,na,na, ,35340597-b2f7-4dcd-8e0c-c8a4bcacadfe,NG Nashville,act,armyNationalGuard,TN,2.66741585619457E-05,0.0280545677651805
432,usa,na,NG New Castle Readiness Center/FMS 9,420NG,No,No,No,na,na, ,c98d8193-d26e-4ac8-8a22-06fc6d0ee061,NG New Castle Readiness Center/FMS 9,act,armyNationalGuard,PA,2.55373606705689E-06,0.00645882766610626
433,usa,na,NG Alcantra Armory Complex,020NG,No,No,No,na,na, ,fbb9c0df-82ce-43ea-b92e-c2bcbdde9f27,NG Alcantra Armory Complex,act,armyNationalGuard,AK,0.000218969196794205,0.0750839355162908
434,usa,na,NG Buckeye TS,040NG,No,No,No,na,na, ,2c6f6edf-449b-4823-b688-f7d04f779e41,NG Buckeye TS,act,armyNationalGuard,AZ,0.000588943410321008,0.136765164823223
435,usa,na,NG Ethan Allen AFB MTA,500NG,No,No,No,na,na, ,f048f823-16fa-48f7-aac4-84bb6ff0caa5,NG Ethan Allen AFB MTA,act,armyNationalGuard,VT,0.000300890534617793,0.0855051142789844
436,usa,na,NG River Road Training Site,100NG,No,No,No,na,na, ,54edf600-61c5-4b94-a3c8-1648edcc42b9,NG River Road Training Site,act,armyNationalGuard,DE,8.09583393674984E-05,0.0399397464788509
437,usa,na,NG Youngstown Tng Site,360NG,No,No,No,na,na, ,6ea56f7d-45a0-4f4c-a799-c24c6ce68cdb,NG Youngstown Tng Site,act,armyNationalGuard,NY,0.000384798006507481,0.0855939515912691
438,usa,na,NG Training Site,330NG,No,No,No,na,na, ,00576fb5-ec0d-4e12-946a-9aa052f613ca,NG Training Site,act,armyNationalGuard,NH,4.692585707744E-05,0.038699547166122
439,usa,na,NG Norman CSMS,400NG,No,No,No,na,na, ,b895d6d4-3568-4ba2-bd77-539660327099,NG Norman CSMS,act,armyNationalGuard,OK,3.11500555199018E-05,0.0273629564473263
440,usa,na,Fort Irwin,6225,No,Yes,No,na,na, ,467e2cc1-8d1a-47c3-a555-e8d0c618963e,NTC and Fort Irwin,act,usa,CA,0.303139616843737,2.84909317660998
441,usa,na,NG Oglethorpe Armory,130NG,No,No,No,na,na, ,6f803c99-c35d-4596-bc9a-71373128e06f,NG Oglethorpe Armory,act,armyNationalGuard,GA,1.2737261613438E-05,0.018554461304193
442,usa,na,NG Santa Fe - Onate Complex TS,350NG,No,No,No,na,na, ,7623ac5c-8217-4c41-8fa3-15814fab322f,NG Santa Fe - Onate Complex TS,act,armyNationalGuard,NM,0.00013340828741093,0.0602365139913375
444,usa,na,Orchard Combat Training Center,16A25,No,Yes,No,na,na, ,8043e3a8-20a5-4bff-9291-cc61edbf9647,NG Orchard Combat Training Center,act,armyNationalGuard,ID,0.0643134137103516,1.29051170795856
445,usa,na,NG Papago Military Reservation,040NG,No,No,No,na,na, ,44234eec-0f08-4332-b28e-ff08b81c6c42,NG Papago Military Reservation,act,armyNationalGuard,AZ,0.000153219097683177,0.0772418445402225
446,usa,na,NG Williamstown,540NG,No,No,No,na,na, ,2bd0987a-8185-42c1-ba95-67018f6e6114,NG Williamstown,act,armyNationalGuard,WV,4.350781159701E-05,0.0442240426827878
447,usa,na,Parks Reserve Forces Tng Area,6685,No,No,No,na,na, ,4f602500-559b-4a39-9912-3197dcbd2185,Parks Reserve Forces Tng Area,act,usar,CA,0.00094425519773722,0.17638345683663
448,usa,na,NG Picacho Aviation TS,040NG,No,No,No,na,na, ,517b17d0-b609-4573-a5e9-c3f44692d873,NG Picacho Aviation TS,act,armyNationalGuard,AZ,0.00012783000397576,0.0481269399765458
449,usa,na,Picatinny Arsenal,34855,No,Yes,No,na,na, ,2ce038ed-ab03-4160-bb62-74e2d59bd3f7,Picatinny Arsenal,act,usa,NJ,0.00284619430158273,0.371408630371513
452,usa,na,NG Thunderbird Youth Academy,400NG,No,No,No,na,na, ,9034f491-5486-4975-b46a-ab78067266cc,NG Thunderbird Youth Academy,act,armyNationalGuard,OK,0.000214690077655177,0.0966925118061321
453,usa,na,Pueblo Chemical Depot,8505,No,No,No,na,na, ,62bb6c5d-1c7b-4faf-ad8c-2a16188e6dea,Pueblo Chemical Depot,act,usa,CO,0.00951518459623912,0.430763733006847
454,usa,na,Pupukea Paalaa Uka Mil Road,15815,No,No,No,na,na, ,ca717f18-a0a7-44ac-a278-032dfa5151ad,Pupukea Paalaa Uka Mil Road,act,usa,HI,0.00463004036123493,0.290101545319503
455,usa,na,NG RW Shepherd Hope Hull,010NG,No,No,No,na,na, ,fd5a6bfc-b5d8-48d8-8edc-e95b57a2cab5,NG RW Shepherd Hope Hull,act,armyNationalGuard,AL,2.6796819838637E-05,0.033877934293112
456,usa,na,Radford Army Ammunition Plant,51565,No,Yes,No,na,na, ,142952bc-62ba-4a79-b312-b45bc19abfed,Radford AAP,act,usa,VA,0.00165446358482768,0.350431547736031
457,usa,na,NG Raleigh,370NG,No,No,No,na,na, ,d624bf5e-b2c2-4002-9076-9a8a8c305e1e,NG Raleigh,act,armyNationalGuard,NC,3.25914515997283E-05,0.0340436737674561
458,usa,na,NG Camp Ravenna Joint Military Training Center,39430,No,No,No,na,na, ,41db6aa1-fc17-45a5-afe2-ef1edea1412b,NG Camp Ravenna Joint Military Training Center,act,armyNationalGuard,OH,0.00941992561729421,0.531883744668331
459,usa,na,Red River Army Depot,48515,No,No,No,na,na, ,db22b668-9bce-4841-b5f2-c5c52539e717,Red River Army Depot,act,usa,TX,0.00585381445193889,0.36115403686437
460,usa,na,Redstone Arsenal,1202,No,Yes,No,na,na, ,af4904a0-454f-4433-92d9-da1782079ce0,Redstone Arsenal,act,usa,AL,0.0151896916893293,0.592297388000984
461,usa,na,Fort Detrick Forest Glen Annex,24225,No,No,No,na,na, ,5e7828c2-ce5f-4da8-b681-297c4d402ef1,Fort Detrick Forest Glen Annex,act,usa,MD,5.24136235071637E-05,0.0368470486074015
462,usa,na,Fort Detrick Glen Haven Annex,24225,No,No,No,na,na, ,e5627fd1-9a6f-40ef-bc1e-463070baf813,Fort Detrick Glen Haven Annex,act,usa,MD,8.23468963062624E-06,0.0155313532695956
463,usa,na,NG Rickenbacker,390NG,No,No,No,na,na, ,5c647b78-7f94-405d-a3d3-6a15d0c05521,NG Rickenbacker,act,armyNationalGuard,OH,5.28390505678544E-05,0.0309408980214858
464,usa,na,NG Rio Rancho TS,350NG,No,No,No,na,na, ,cd7b680b-59f2-4a04-8b28-2d3bbc11576c,NG Rio Rancho TS,act,armyNationalGuard,NM,4.79119337342127E-05,0.0293126646975286
465,usa,na,Rivanna Station,51105,No,No,No,na,na, ,76455640-3eea-4183-ba18-805c933b237b,Rivanna Station,act,usa,VA,3.10315554088447E-05,0.0289660300433075
466,usa,na,NG Rochester NGA and OMS 2,270NG,No,No,No,na,na, ,b5271feb-b26a-447d-aea2-36641cb445d7,NG Rochester NGA and OMS 2,act,armyNationalGuard,MN,5.1788022119581E-06,0.0110962830973876
469,usa,na,NG Rosemount NG Armory,270NG,No,No,No,na,na, ,b02465a7-cc08-4dae-a2b0-9416af1c83a8,NG Rosemount NG Armory,act,armyNationalGuard,MN,5.51937318959972E-06,0.00980929719222593
470,usa,na,Runkle Stagefield AL,1252,No,No,No,na,na, ,a637c927-e00a-4481-92d1-cb567c3e6dea,Runkle Stagefield AL,act,usa,AL,0.000100503764542736,0.0455338996065613
471,usa,na,NG Saginaw,480NG,No,No,No,na,na, ,023eb4a3-89b8-40b8-ae76-fa112439f83a,NG Saginaw,act,armyNationalGuard,TX,5.74479595343291E-05,0.0457102102295315
472,usa,na,NG Saint George/FMS 5B,490NG,No,No,No,na,na, ,a95376b5-a480-4d47-8ad5-0ec8d88d4bb0,NG Saint George/FMS 5B,act,armyNationalGuard,UT,2.82107480416016E-05,0.0232659125549105
473,usa,na,NG Salina KS Training Center,200NG,No,No,No,na,na, ,87d6d8b7-7fae-409c-a5a3-635e825bfce9,NG Salina KS Training Center,act,armyNationalGuard,KS,2.93077380320028E-05,0.0704517773334397
474,usa,na,Savanna Depot Act,17795,No,No,No,na,na, ,6f567e3c-6416-455f-ac95-7b4c61a64579,Savanna Depot Act,clsd,usa,IL,0.00376296962417655,0.837751748972958
475,usa,na,Tropic Regions Test Center,15815,No,Yes,No,na,na, ,adf9cda7-30dd-4d28-b177-e3b990c97b2e,Schofield Barracks Military Reservation,act,usa,HI,0.0065285127336665,1.78556619913415
476,usa,na,Scranton AAP,42755,No,No,No,na,na, ,c79bc8fe-a426-42bb-9cbb-38391b531b5a,Scranton AAP,act,usa,PA,6.42387476545991E-06,0.0108307408100714
477,usa,na,NG Sea Girt  NJ NGTC,340NG,No,No,No,na,na, ,784f28db-ae65-4572-a1db-5f185b1c689d,NG Sea Girt  NJ NGTC,act,armyNationalGuard,NJ,7.42426902888838E-05,0.0408413104143016
478,usa,na,Seward Recreation Area,2871,No,No,No,na,na, ,d4c7394a-45d3-48f7-9a95-33f02b585458,Seward Recreation Area,act,usa,AK,7.57807447371306E-06,0.0110210677731367
479,usa,na,NG Shelbyville,180NG,No,No,No,na,na, ,84c63128-9ca7-46de-b17b-c5f55ee2c475,NG Shelbyville,act,armyNationalGuard,IN,1.95891425391892E-05,0.0213216302679142
480,usa,na,Shell Basefield AL,1252,No,No,No,na,na, ,8d275be4-9cad-4a0c-bfb8-068c8700b120,Shell Basefield AL,act,usa,AL,9.37903134854423E-05,0.0385894461190352
481,usa,na,Sierra Army Depot,6815,No,No,No,na,na, ,8ea4504d-7e88-4639-9a0b-41b3813036b5,Sierra Army Depot,act,usa,CA,0.0111266448575407,0.475684936706654
482,usa,na,NG Silver Bell Army Heliport,040NG,No,No,No,na,na, ,897858a9-b9df-4bcb-92e7-4e795dbf610e,NG Silver Bell Army Heliport,act,armyNationalGuard,AZ,6.21982908342034E-05,0.0359257232778392
483,usa,na,NG Sioux Falls Benson Rd Complex,460NG,No,No,No,na,na, ,e4782586-4dda-4049-ab4a-4c03650e1d00,NG Sioux Falls Benson Rd Complex,act,armyNationalGuard,SD,2.56390244430804E-05,0.0216831552454389
484,usa,na,Skelly Stagefield AL,1252,No,No,No,na,na, ,6f584146-bc9d-4a0a-8578-8d268d884ab5,Skelly Stagefield AL,act,usa,AL,5.71654493342066E-05,0.0365848625173243
485,usa,na,NG Camp Beauregard,22C50,No,No,No,na,na, ,b624df7b-64c3-48fb-9023-069ba9f1d1d8,NG Camp Beauregard,act,armyNationalGuard,LA,0.000275437087566388,0.12286854154263
486,usa,na,U.S. Army Natick Soldier Systems Center,25690,No,Yes,No,na,na, ,4c00fd28-22eb-4d7d-8247-e545f03c43d7,US Army Soldier Systems Center Natick,act,usa,MA,2.84137665857997E-05,0.0301294665653902
487,usa,na,NG Sparta Armory,170NG,No,No,No,na,na, ,117fa685-f6e8-4a31-9cad-e743ca20bea5,NG Sparta Armory,act,armyNationalGuard,IL,0.00109547759348061,0.219591413900862
488,usa,na,NG Spring City Readiness Center,420NG,No,No,No,na,na, ,5dc96315-0fa7-481a-9f73-b3b3bb6ee174,NG Spring City Readiness Center,act,armyNationalGuard,PA,2.25795661208394E-05,0.0203462038212667
489,usa,na,NG Springfield (TS Cp Lincoln),170NG,No,No,No,na,na, ,081bf908-0a7d-46c8-a404-a9fe803d6209,NG Springfield (TS Cp Lincoln),act,armyNationalGuard,IL,8.93284923222382E-05,0.0476402290374325
490,usa,na,NG St Cloud AASF,270NG,No,No,No,na,na, ,c5ee98ac-14dd-49a9-a32f-53d571f07505,NG St Cloud AASF,act,armyNationalGuard,MN,2.49754061769636E-05,0.0213980723528553
491,usa,na,NG St Cloud NG Armory,270NG,No,No,No,na,na, ,4e1c0610-8b4e-4bc3-9282-43440bb8d5bb,NG St Cloud NG Armory,act,armyNationalGuard,MN,3.02278294839198E-06,0.00975456628574221
492,usa,na,Stinson 5AB Stagefield AL,1252,No,No,No,na,na, ,5e187022-f09f-44ca-88dc-7a796e917ece,Stinson 5AB Stagefield AL,act,usa,AL,6.65201157517004E-05,0.0339613874625467
493,usa,na,NG Stones Ranch Military Res,09A35,No,No,No,na,na, ,5a93bcc5-c10f-46dc-89bd-a95964a527d0,NG Stones Ranch Military Res,act,armyNationalGuard,CT,0.000811813705695386,0.238020428414188
494,usa,na,Tac X Stagefield AL,1252,No,No,No,na,na, ,7522f9af-8549-4849-a9a5-d9d5ee3feb1c,Tac X Stagefield AL,act,usa,AL,1.94594549611793E-05,0.0268243211160867
495,usa,na,Tobyhanna Army Depot,42780,No,No,No,na,na, ,19ef10e8-8d9b-4317-9602-16af08b151ca,Tobyhanna Army Depot,act,usa,PA,0.000610213429808937,0.115947297259637
496,usa,na,NG JFHQ-Kansas,200NG,No,No,No,na,na, ,d44a2b9a-75e7-4f46-a8af-da82a17ffbe0,NG JFHQ-Kansas,act,armyNationalGuard,KS,2.3783421738699E-05,0.0255666492762571
497,usa,na,Toth Stagefield AL,1252,No,No,No,na,na, ,8f7479a5-9b33-4ab2-81cc-f3a671a127ab,Toth Stagefield AL,act,usa,AL,4.66038516151457E-05,0.0289593796777457
